Model,Cutoff,Observed Sp,Estimated Total Sp,SE,Lower CB,Upper CB,Chi Sq,GOF0,GOF5,AIC,AICc,T1,T2,T3,T4,T5,T6,T7,CV Rare
ACE1,132,981,3691.203003,422.4059564,2982.225886,4653.757958,,,,,,,,,,,,,1.973169103
ACE1,138,982,3801.327598,442.1664646,3059.833065,4809.743832,,,,,,,,,,,,,2.001628614
ACE1,139,983,3906.241744,459.3028084,3136.161559,4953.933652,,,,,,,,,,,,,2.028005568
ACE1,145,984,4019.449522,478.4694022,3217.569482,5111.291886,,,,,,,,,,,,,2.055616737
ACE1,146,985,4126.831155,495.0559666,3297.040413,5256.378346,,,,,,,,,,,,,2.081137703
ACE1,157,986,4256.035868,518.1985504,3388.163783,5439.297525,,,,,,,,,,,,,2.110828809
ACE1,163,987,4392.342928,542.6750793,3484.215871,5632.443852,,,,,,,,,,,,,2.141161756
ACE1,166,988,4526.401075,565.2895604,3580.740795,5818.579443,,,,,,,,,,,,,2.170125468
ACE1,168,989,4655.109967,585.3804503,3675.69646,5993.028569,,,,,,,,,,,,,2.197197738
ACE1,169,990,4775.679181,602.5202601,3767.014909,6152.033417,,,,,,,,,,,,,2.221969265
ACE1,174,991,4899.316946,620.3849865,3860.253756,6315.847453,,,,,,,,,,,,,2.246744784
ACE1,181,992,5031.212842,640.540082,3958.17388,6493.482681,,,,,,,,,,,,,2.272482194
ACE1,190,993,5176.616293,664.5731927,4063.562045,6694.065733,,,,,,,,,,,,,2.300051226
ACE1,192,994,5314.345519,685.6564547,4165.760905,6879.653523,,,,,,,,,,,,,2.325554756
ACE1,195,995,5447.338915,705.1013478,4265.736205,7056.46696,,,,,,,,,,,,,2.349640346
ACE1,209,996,5607.113735,732.7532429,4379.784445,7280.133337,,,,,,,,,,,,,2.377706779
ACE1,211,997,5757.091775,756.6577009,4489.736954,7484.707145,,,,,,,,,,,,,2.403449856
ACE1,217,999,6045.22563,800.3669061,4704.102456,7871.921595,,,,,,,,,,,,,2.45132491
ACE1,265,1000,6316.435596,867.9197326,4868.746253,8305.851974,,,,,,,,,,,,,2.493791325
ChaoBunge,4,623,1171.6918,28.93578788,1123.678555,1238.344264,,,,,,,,,,,,,
ChaoBunge,5,665,1204.356889,34.15372123,1147.606629,1282.925897,,,,,,,,,,,,,
ChaoBunge,6,716,1248.763166,41.03942488,1180.426003,1342.983336,,,,,,,,,,,,,
ChaoBunge,7,742,1274.695137,45.18409947,1199.420251,1378.383928,,,,,,,,,,,,,
ChaoBunge,8,770,1310.038069,51.08398505,1224.957682,1427.296384,,,,,,,,,,,,,
ChaoBunge,9,783,1331.496985,54.87494187,1240.172384,1457.547404,,,,,,,,,,,,,
ChaoBunge,10,806,1376.941851,63.12390784,1272.089172,1522.200709,,,,,,,,,,,,,
ChaoBunge,11,818,1403.773904,68.13270583,1290.744181,1560.745069,,,,,,,,,,,,,
ChaoBunge,12,831,1438.868589,74.96528787,1314.758963,1611.914706,,,,,,,,,,,,,
ChaoBunge,13,840,1467.71366,80.80768459,1334.190346,1654.585238,,,,,,,,,,,,,
ChaoBunge,14,856,1522.933593,92.21003658,1371.10519,1736.878787,,,,,,,,,,,,,
ChaoBunge,15,862,1545.663968,97.05370184,1386.102065,1771.166987,,,,,,,,,,,,,
ChaoBunge,16,869,1577.601423,104.1803831,1406.746384,1820.224634,,,,,,,,,,,,,
ChaoBunge,17,878,1623.348931,114.6991257,1435.918458,1891.368287,,,,,,,,,,,,,
ChaoBunge,18,879,1629.399927,116.1527597,1439.695452,1900.951481,,,,,,,,,,,,,
ChaoBunge,19,882,1652.056112,121.85928,1453.4912,1937.564331,,,,,,,,,,,,,
ChaoBunge,20,890,1719.172645,139.2009482,1493.840449,2047.320638,,,,,,,,,,,,,
ChaoBunge,21,894,1755.608371,148.8685977,1515.44883,2107.663802,,,,,,,,,,,,,
ChaoBunge,22,898,1796.765801,160.1673424,1539.397896,2176.934035,,,,,,,,,,,,,
ChaoBunge,23,906,1883.930992,184.7644763,1589.373651,2325.702291,,,,,,,,,,,,,
ChaoBunge,24,907,1895.874542,188.2525397,1596.083746,2346.440331,,,,,,,,,,,,,
ChaoBunge,25,911,1950.432501,204.7733742,1626.037787,2442.919194,,,,,,,,,,,,,
ChaoBunge,26,913,1980.924311,214.3280456,1642.409724,2497.817467,,,,,,,,,,,,,
ChaoBunge,27,915,2015.551267,225.5532915,1660.568996,2561.296974,,,,,,,,,,,,,
ChaoBunge,28,917,2054.558821,238.6203674,1680.551345,2634.107869,,,,,,,,,,,,,
ChaoBunge,29,918,2076.611305,246.2466953,1691.579124,2676.007651,,,,,,,,,,,,,
ChaoBunge,30,921,2150.253255,272.544575,1727.530641,2818.593577,,,,,,,,,,,,,
ChaoBunge,31,925,2256.211791,311.802485,1777.917083,3028.581323,,,,,,,,,,,,,
ChaoBunge,32,928,2341.755693,344.7871473,1817.38335,3202.526318,,,,,,,,,,,,,
ChaoBunge,33,929,2373.247174,357.3634309,1831.48247,3268.006686,,,,,,,,,,,,,
ChaoBunge,37,930,2422.84147,379.185559,1851.5066,3377.524555,,,,,,,,,,,,,
ChaoBunge,39,931,2483.118645,407.0804207,1874.513868,3515.272764,,,,,,,,,,,,,
ChaoBunge,41,934,2703.156642,516.0115733,1952.794515,4044.457647,,,,,,,,,,,,,
ChaoBunge,42,935,2784.886527,558.6414691,1980.375802,4249.590521,,,,,,,,,,,,,
ChaoBunge,43,937,2966.782142,658.3010355,2038.424127,4725.098341,,,,,,,,,,,,,
ChaoBunge,44,938,3068.1689,716.7640529,2068.820917,5001.907644,,,,,,,,,,,,,
ChaoBunge,46,939,3190.125377,791.2491019,2102.35951,5351.256665,,,,,,,,,,,,,
ChaoBunge,47,941,3466.165497,971.0033069,2171.852266,6190.050343,,,,,,,,,,,,,
ChaoBunge,48,943,3785.478022,1197.679788,2242.53065,7244.423678,,,,,,,,,,,,,
ChaoBunge,49,945,4158.132441,1488.1434,2312.983584,8596.287291,,,,,,,,,,,,,
ChaoBunge,50,946,4372.7825,1668.722441,2347.943089,9439.274544,,,,,,,,,,,,,
ChaoBunge,51,948,4873.353287,2127.604277,2415.735401,11597.22436,,,,,,,,,,,,,
ChaoBunge,53,949,5191.046325,2448.968849,2448.6898,13124.65864,,,,,,,,,,,,,
ChaoBunge,54,950,5559.286584,2849.334554,2479.533328,15049.76405,,,,,,,,,,,,,
ChaoBunge,55,952,6463.269021,3955.011498,2530.706227,20499.04422,,,,,,,,,,,,,
ChaoBunge,56,953,7025.69929,4731.265623,2549.178832,24437.61171,,,,,,,,,,,,,
ChaoBunge,58,954,7756.979164,5849.865427,2560.029191,30266.61095,,,,,,,,,,,,,
ChaoBunge,61,956,10087.92746,10227.61765,2543.389547,54512.36548,,,,,,,,,,,,,
ChaoBunge,62,958,14074.28888,20459.14035,2476.74864,116752.2851,,,,,,,,,,,,,
ChaoBunge,67,960,26602.93609,75810.20933,2328.142868,494554.084,,,,,,,,,,,,,
ChaoBunge,68,961,46498.27136,235280.9169,2277.380725,1621576.118,,,,,,,,,,,,,
ChaoBunge,74,962,1225984.073,167695184.2,3619.213299,572915767.8,,,,,,,,,,,,,
ChaoBunge,75,964,,,,,,,,,,,,,,,,,
ChaoBunge,78,965,,,,,,,,,,,,,,,,,
ChaoBunge,83,968,,,,,,,,,,,,,,,,,
ChaoBunge,84,969,,,,,,,,,,,,,,,,,
ChaoBunge,85,970,,,,,,,,,,,,,,,,,
ChaoBunge,87,972,,,,,,,,,,,,,,,,,
ChaoBunge,99,973,,,,,,,,,,,,,,,,,
ChaoBunge,101,974,,,,,,,,,,,,,,,,,
ChaoBunge,111,975,,,,,,,,,,,,,,,,,
ChaoBunge,114,976,,,,,,,,,,,,,,,,,
ChaoBunge,119,977,,,,,,,,,,,,,,,,,
ChaoBunge,121,978,,,,,,,,,,,,,,,,,
ChaoBunge,126,979,,,,,,,,,,,,,,,,,
ChaoBunge,128,980,,,,,,,,,,,,,,,,,
ChaoBunge,132,981,,,,,,,,,,,,,,,,,
ChaoBunge,138,982,,,,,,,,,,,,,,,,,
ChaoBunge,139,983,,,,,,,,,,,,,,,,,
ChaoBunge,145,984,,,,,,,,,,,,,,,,,
ChaoBunge,146,985,,,,,,,,,,,,,,,,,
ChaoBunge,157,986,,,,,,,,,,,,,,,,,
ChaoBunge,163,987,,,,,,,,,,,,,,,,,
ChaoBunge,166,988,,,,,,,,,,,,,,,,,
ChaoBunge,168,989,,,,,,,,,,,,,,,,,
ChaoBunge,169,990,,,,,,,,,,,,,,,,,
ChaoBunge,174,991,,,,,,,,,,,,,,,,,
ChaoBunge,181,992,,,,,,,,,,,,,,,,,
ChaoBunge,190,993,,,,,,,,,,,,,,,,,
ChaoBunge,192,994,,,,,,,,,,,,,,,,,
ChaoBunge,195,995,,,,,,,,,,,,,,,,,
ChaoBunge,209,996,,,,,,,,,,,,,,,,,
ChaoBunge,211,997,,,,,,,,,,,,,,,,,
ChaoBunge,217,999,,,,,,,,,,,,,,,,,
ChaoBunge,265,1000,,,,,,,,,,,,,,,,,
